ID,UUID,SECURITY_CODE,SECURITY_NAME,ACCOUNTING_YEAR,DATA_YEAR,IS_DELETE,CONTEXTREF,CREATETIME,REPORT_TYPE,STAMP,PAGE_INDEX,SOURCE_URL,PRME00000M,PRME00010M,PRME00020M,PRME00030M,PRME00040M,PRME00050M,PRME00060M,PRME00070M,PRME00080M,PRME00090M,PRME00100M,PRME00110M,PRME00120M,PRME00130M,PRME00140M,PRME00150M,PRME00160M,PRME00170M,PRME00180M,PRME00190M,PRME00200M,PRME00210M,PRME00220M,PRME00230M,PRME00240M,PRME00250M,PRME00260M,PRME00270M,PRME00280M,PRME00290M,PRME00300M,PRME00310M,PRME00320M,PRME00330M,PRME00340M,PRME00350M,PRME00360M,PRME00370M,PRME00380M,PRME00390M,PRME00400M,PRME00410M,PRME00420M,PRME00430M,PRME00440M,PRME00450M,PRME00460M,PRME00470M,PRME00480M,PRME00490M,PRME00500M,PRME00510M,PRME00520M,PRME00530M,PRME00540M,PRME00550M,PRME00560M,PRME00570M,PRME00580M,PRME00590M,PRME00600M,PRME00610M,PRME00620M,PRME00630M,PRME00640M,PRME00650M,PRME00660M,PRME00670M,PRME00680M,PRME00690M,PRME00700M,PRME00710M,PRME00720M,PRME00730M,PRME00740M,PRME00750M,PRME00760M,PRME00770M,PRME00780M,PRME00790M,PRME00800M,PRME00810M,PRME00820M,PRME00830M,PRME00840M,PRME00850M,PRME00860M,PRME00870M,PRME00880M,PRME00890M,PRME00900M,PRME00910M,PRME00920M,PRME00930M,PRME00940M,PRME00950M,PRME00960M,PRME00970M,PRME00980M,PRME00990M,PRME01000M,PRME01010M,PRME01020M,PRME01030M,PRME01040M,PRME01050M,PRME01060M,PRME01070M,PRME01080M,PRME01090M,PRME01100M,PRME01110M,PRME01120M,PRME01130M,PRME01140M,PRME01150M,PRME01160M,PRME01170M,PRME01180M,PRME01190M,PRME01200M,PRME01210M,PRME01220M,PRME01230M,PRME01240M,PRME01250M,PRME01260M,PRME01270M,PRME01280M,PRME01290M,PRME01300M,PRME01310M,PRME01320M,PRME01330M,PRME01340M,PRME01350M,PRME01360M,PRME01370M,PRME01380M,PRME01390M,PRME01400M
38713,6e1f8fcf63755d6c963202770c50eba7,430059,中海纪元,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/23,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524486725_101048.pdf,,181498319.1,181498319.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177190486.4,137646695.5,,,,,,,,,,,,,,,,,,,,,,1126944.17,,,5021266.35,31032065.15,,,1579380.54,,784134.66,,,,,,1134994.08,-580308,,,,2247054.74,7689881.54,79041.92,,,,,,7194.97,,,,7761728.49,500665.42,,7261063.07,,1,7261063.07,,1,2414619.34,4846443.73,,,,,,,,,,,,,,,,,,7261063.07,4846443.73,,2414619.34,1,0.09,0.09,
38714,6e1f8fcf63755d6c963202770c50eba7,430059,中海纪元,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/23,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524486725_101048.pdf,,230036400.6,230036400.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225338144.2,182732657.7,,,,,,,,,,,,,,,,,,,,,,1213187.75,,,8035065.58,30458074.33,,,1592324.8,,1306834.04,,,,,,9039.62,,35746.08,,,,4743042.1,2983595.01,,,,,,46054.41,,,,7680582.7,813462.94,,6867119.76,,1,6867119.76,,1,1128394.76,5738725,,,,,,,,,,,,,,,,,,6867119.76,5738725,,1128394.76,1,0.13,0.13,
115055,6e1f8fcf63755d6c963202770c50eba7,430059,中海纪元,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/23,年度报告,2019/2/28,43,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524486725_101048.pdf,,128208644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105258359.6,,,,,,,,,,,,,,,,,,,,,,,663336.98,,,3800919.52,15294244.86,,,1503136.44,,340564.96,,,,,,3490688.68,-645150.58,,,,1499745.14,6338515.42,36013.65,,,,,,3228.54,,,,6371300.53,233053.06,,6138247.47,,,6138247.47,,,,,,,,,,,,,,,,,,,,,,6138247.47,,,,1,,,
115056,6e1f8fcf63755d6c963202770c50eba7,430059,中海纪元,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/23,年度报告,2019/2/28,43,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524486725_101048.pdf,,155145030.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126719499.6,,,,,,,,,,,,,,,,,,,,,,,759948.29,,,5590318.47,17262368.02,,,1684617,,431942.36,,,,,,612000,,,,,3519.9,3311856.2,1272555.44,,,,,,,,,,4584411.64,463746.06,,4120665.58,,,4120665.58,,,,,,,,,,,,,,,,,,,,,,4120665.58,,,,1,,,
17779,bd6861a1929c5f9db779b7caa13534e2,430059,中海纪元,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/23,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524485314_997615.pdf,,181498319.1,181498319.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177190486.4,137646695.5,,,,,,,,,,,,,,,,,,,,,,1126944.17,,,5021266.35,31032065.15,,,1579380.54,,784134.66,,,,,,1134994.08,-580308,,,,2247054.74,7689881.54,79041.92,,,,,,7194.97,,,,7761728.49,500665.42,,7261063.07,,1,7261063.07,,1,2414619.34,4846443.73,,,,,,,,,,,,,,,,,,7261063.07,4846443.73,,2414619.34,1,0.09,0.09,
17780,bd6861a1929c5f9db779b7caa13534e2,430059,中海纪元,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/23,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-23/1524485314_997615.pdf,,230036400.6,230036400.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225338144.2,182732657.7,,,,,,,,,,,,,,,,,,,,,,1213187.75,,,8035065.58,30458074.33,,,1592324.8,,1306834.04,,,,,,9039.62,,35746.08,,,,4743042.1,2983595.01,,,,,,46054.41,,,,7680582.7,813462.94,,6867119.76,,1,6867119.76,,1,1128394.76,5738725,,,,,,,,,,,,,,,,,,6867119.76,5738725,,1128394.76,1,0.13,0.13,
121189,5c2373e8f3ab54c1aac770dfd16e19f1,430060,永邦科技,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,57,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770753_411063.pdf,,3123307.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777296.3,,,,,,,,,,,,,,,,,,,,,,,-5769.82,,,1080941.78,3478197.75,,,1006653.89,,669121.84,,,,,,-1635280.88,,-54035.87,,,47417.82,-6525033.44,13000.01,,,,,,39.43,,,,-6512072.86,-464209.7,,-6047863.16,,,-6047863.16,,,,,,,,,,,,,,,,,,,,,,-6047863.16,,,,1,,,
121190,5c2373e8f3ab54c1aac770dfd16e19f1,430060,永邦科技,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,57,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770753_411063.pdf,,44490677.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29676869.83,,,,,,,,,,,,,,,,,,,,,,,478487.9,,,1422795.12,3619244.88,,,716461.44,,-661563.44,,,,,,-6323.6,-14312.63,,,,,9232058.05,561834.47,,,,,,8393.8,,,,9785498.72,1437085.19,,8348413.53,,,8348413.53,,,,,,,,,,,,,,,,,,,,,,8348413.53,,,,1,,,
43489,5c2373e8f3ab54c1aac770dfd16e19f1,430060,永邦科技,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,55,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770753_411063.pdf,,16472431.83,16472431.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45176270.88,13889114.47,,,,,,,,,,,,,,,,,,,,,,115091.55,,,2854827.84,21007489.27,,,250529.75,,7059218,,,,,,-1635280.88,,-143281.74,,,47417.82,-30434983.85,34546,,,,,,65619.43,,,,-30466057.28,-886141.45,,-29579915.83,,1,-29579915.83,,1,-1253242.79,-28326673.04,,-1033958.1,-893643.11,,,,,-893643.11,,,,,-893643.11,,,,-140314.99,-30613873.93,-29220316.15,,-1393557.78,1,-0.71,-0.71,
43490,5c2373e8f3ab54c1aac770dfd16e19f1,430060,永邦科技,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,55,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770753_411063.pdf,,47804565,47804565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39235015.31,20225407.86,,,,,,,,,,,,,,,,,,,,,,563761.84,,,2388262.3,14899947.47,,,1578150.79,,-420514.95,,,,,,57268.56,49279.53,,,,,8626818.25,614134.71,,,,,,8501.88,,,,9232451.08,2132186.31,,7100264.77,-5699371.55,1,7100264.77,,1,-652295.19,7752559.96,,3376277.68,3231165.66,,,,,3231165.66,,,,,3231165.66,,,,145112.02,10476542.45,10983725.62,,-507183.17,1,0.19,0.19,
93699,adf20141b21b5b43832cee4711efdb1a,430061,富机达能,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/26,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742753_202855.pdf,,14143698.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11536416.48,,,,,,,,,,,,,,,,,,,,,,,15384.21,,,396088.62,2131158.45,,,3309,,15878.88,,,,,,,,,,,,45463.13,42095,,,,,,,,,,87558.13,-2381.83,,89939.96,,,89939.96,,,,,,,,,,,,,,,,,,,,,,89939.96,,,,1,,,
93700,adf20141b21b5b43832cee4711efdb1a,430061,富机达能,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/26,年度报告,2019/2/27,41,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742753_202855.pdf,,10529518.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984775.67,,,,,,,,,,,,,,,,,,,,,,,24875.09,,,493713.09,2874529.43,,,2127.1,,-66850.83,,,,,,,,,,,,216348.88,3990,,,,,,,,,,220338.88,10027.62,,210311.26,,,210311.26,,,,,,,,,,,,,,,,,,,,,,210311.26,,,,1,,,
21915,adf20141b21b5b43832cee4711efdb1a,430061,富机达能,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/26,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742753_202855.pdf,,4659275.85,4659275.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10428959.48,4582076.59,,,,,,,,,,,,,,,,,,,,,,77218.93,,,727435.01,5065872.61,,,158.75,,-23802.41,,,,,,,,6457543.29,,,,687859.66,8115.75,,,,,,,,,,695975.41,937767.59,,-241792.18,,1,-241792.18,,1,37768.39,-279560.57,,,,,,,,,,,,,,,,,,-241792.18,-279560.57,,37768.39,1,-0.02,0.07,
21916,adf20141b21b5b43832cee4711efdb1a,430061,富机达能,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/26,年度报告,2019/2/27,39,http://www.neeq.com.cn/disclosure/2018/2018-04-26/1524742753_202855.pdf,,11018315.59,11018315.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10968087.92,5975053.21,,,,,,,,,,,,,,,,,,,,,,98419.34,,,493713.09,4466458.3,,,1374.31,,-66930.33,,,,,,,,,,,,50227.67,7680.02,,,,,,,,,,57907.69,10047.5,,47860.19,,1,47860.19,,1,-1682.62,49542.81,,,,,,,,,,,,,,,,,,47860.19,49542.81,,-1682.62,1,0,0,
130971,3eb2681047ce58bc917a8c9527599a10,430062,中科国信,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,66,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770317_954213.pdf,,33917781.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20741417.19,,,,,,,,,,,,,,,,,,,,,,,651680.69,,,1614158.07,31937442.55,,,-902780.49,,887092.74,,,,,,-562684.99,-888682.25,,,,1270940.72,-20302973.69,9200,,,,,,200,,,,-20293973.69,,,-20293973.69,,,-20293973.69,,,,,,,,,,,,,,,,,,,,,,-20293973.69,,,,1,-0.19,-0.19,
130972,3eb2681047ce58bc917a8c9527599a10,430062,中科国信,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,66,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770317_954213.pdf,,23957214.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16663061.74,,,,,,,,,,,,,,,,,,,,,,,270039.47,,,1473173.65,26524512.21,,,-1505973.14,,-39048.31,,,,,,-111317.75,-111317.75,,,,,-19539869.36,2396275.91,,,,,,186265.25,,,,-17329858.7,35082.62,,-17364941.32,,,-17364941.32,,,,,,,,,,,,,,,,,,,,,,-17364941.32,,,,1,-0.16,-0.16,
51359,3eb2681047ce58bc917a8c9527599a10,430062,中科国信,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,65,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770317_954213.pdf,,35487289.73,35487289.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69818085.77,21440728.17,,,,,,,,,,,,,,,,,,,,,,749164.03,,,1861247.89,45161034.69,,,-1177464.27,,1783375.26,,,,,,59333.22,-888682.25,,,,1270940.72,-33000522.1,184200,,,,,,390.71,,,,-32816712.81,,,-32816712.81,,1,-32816712.81,,1,-3177456.51,-29639256.3,,,,,,,,,,,,,,,,,,-32816712.81,-29639256.3,,-3177456.51,1,-0.28,-0.28,
51360,3eb2681047ce58bc917a8c9527599a10,430062,中科国信,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,65,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524770317_954213.pdf,,26070552.8,26070552.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50911571.95,16959723.8,,,,,,,,,,,,,,,,,,,,,,345698.19,,,1554227.32,33601553.46,,,-1511971.57,,-37659.25,,,,,,-5570.55,-111317.75,,,,,-24846589.7,2398977.28,,,,,,204005.23,,,,-22651617.65,35122.45,,-22686740.1,,1,-22686740.1,,1,-1447335.66,-21239404.44,,,,,,,,,,,,,,,,,,-22686740.1,-21239404.44,,-1447335.66,1,-0.2,-0.2,
70693,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/20,年度报告,2019/2/27,44,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,22349331.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165994.34,,,,,,,,,,,,,,,,,,,,,,,405701.18,,,5308483.83,13688865.65,,,458141.57,,933371.99,,,,,,-2940000,-2940000,,,,,-1551227.08,,,,,,,3002.68,,,,-1554229.76,41666.36,,-1595896.12,,,-1595896.12,,,,,,,,,,,,,,,,,,,,,,-1595896.12,,,,1,,,
70694,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/20,年度报告,2019/2/27,44,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,28651298.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250093.71,,,,,,,,,,,,,,,,,,,,,,,449128.12,,,4431352.91,15586641,,,326742.68,,365961.36,,,,,,-1260000,-1260000,-524030.26,,,,5457348.95,150000,,,,,,6283.02,,,,5601065.93,951591.52,,4649474.41,,,4649474.41,,,,,,,,,,,,,,,,,,,,,,4649474.41,,,,1,,,
3649,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/20,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,314926835,314926835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323012884.7,268394299.7,,,,,,,,,,,,,,,,,,,,,,908875.34,,,18496686.07,33459742.02,,,1102037.57,,651244.04,,,,,,-2939876.7,-2939876.7,-9637.4,,,155000,-10880563.82,11889.42,,,,,,3025.94,,,,-10871700.34,544591.93,,-11416292.27,,1,-11416292.27,,1,-4943460.49,-6472831.78,,,,,,,,,,,,,,,,,,-11416292.27,-6472831.78,,-4943460.49,1,-0.28,-0.28,
3650,f2b2c2b775cc572aa8a778c2ef9561a1,430063,工控网,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/20,年度报告,2019/2/27,42,http://www.neeq.com.cn/disclosure/2018/2018-04-20/1524225257_930972.pdf,,120380353.9,120380353.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121931700.3,80010464.72,,,,,,,,,,,,,,,,,,,,,,602294.5,,,10904046.18,29962891.57,,,325648.63,,126354.71,,,,,,-1260000,-1260000,-524030.26,,,,-3335376.63,187639.94,,,,,,6284.02,,,,-3154020.71,-1217216.94,,-1936803.77,,1,-1936803.77,,1,-3201709.47,1264905.7,,,,,,,,,,,,,,,,,,-1936803.77,1264905.7,,-3201709.47,1,0.06,0.06,
97339,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/2,年度报告,2019/2/28,35,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,353419490.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307352254.8,,,,,,,,,,,,,,,,,,,,,,,890127.96,,,15234097.42,24241283.21,,,2106358.93,,2808493.44,,,,,,-6195.34,-6195.34,,,,158422,939101.37,21173.62,,,,,,681891.27,,,,278383.72,-421274.01,,699657.73,,,699657.73,,,,,,,,,,,,,,,,,,,,,,699657.73,,,,1,0.02,0.02,
97340,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/2,年度报告,2019/2/28,35,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,326572463.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276085833.6,,,,,,,,,,,,,,,,,,,,,,,595213.17,,,15917977.1,52313397.88,,,1182708.41,,4232.61,,,,,,5637.07,5637.07,,,,,-19521261.99,870299.16,,,,,,,,,,-18650962.83,-634.89,,-18650327.94,,,-18650327.94,,,,,,,,,,,,,,,,,,,,,,-18650327.94,,,,1,-0.38,-0.38,
24733,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/2,年度报告,2019/2/27,34,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,353419490.5,353419490.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352333285.9,307352254.8,,,,,,,,,,,,,,,,,,,,,,890127.96,,,15236097.42,24241953.21,,,2105859.11,,2506993.44,,,,,,-6195.34,-6195.34,,,,158422,1238431.19,21173.62,,,,,,681891.27,,,,577713.54,-421274.01,,998987.55,,1,998987.55,,1,,998987.55,,,,,,,,,,,,,,,,,,998987.55,998987.55,,,1,0.02,0.02,
24734,a354b2e0381758279f659af0def4fd07,430064,金山顶尖,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/2,年度报告,2019/2/27,34,http://www.neeq.com.cn/disclosure/2018/2018-04-02/1522654970_845317.pdf,,326572463.7,326572463.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346437465,276085833.6,,,,,,,,,,,,,,,,,,,,,,595213.17,,,15947977.1,52318657.88,,,1184050.63,,305732.61,,,,,,5637.07,5637.07,,,,,-19859364.21,870299.16,,,,,,,,,,-18989065.05,-634.89,,-18988430.16,,1,-18988430.16,,1,,-18988430.16,,,,,,,,,,,,,,,,,,-18988430.16,-18988430.16,,,1,-0.38,-0.38,
108935,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,58,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,656109897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588061440.6,,,,,,,,,,,,,,,,,,,,,,,2483320.9,,,25087004.5,63635285.96,,,67474180.19,,7579802.36,,,,,,5173840.28,-1181617.5,307254.65,,,2975933.98,-89754108.59,,,,,,,68000,,,,-89822108.59,-513611.72,,-89308496.87,,,-95663954.65,6355457.78,,,,,,,,,,,,,,,,,,,,,-89308496.87,,,,1,,,
108936,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,58,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,490325881.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467462890.2,,,,,,,,,,,,,,,,,,,,,,,2335345.51,,,23607438.44,75819215.8,,,66182852.86,,5291264.44,,,,,,1105553.85,-321273.31,,,,,-149267572,3703166.32,,,,,,,,,,-145564405.7,-593861.8,,-144970543.9,,,-144970543.9,,,,,,,,,,,,,,,,,,,,,,-144970543.9,,,,1,,,
33941,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,57,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,671406787.9,671406787.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808537993.8,591252857.7,,,,,,,,,,,,,,,,,,,,,,6548302.24,,,25301003.8,106992533.4,,,69685439.54,,8757857.2,,,,,,-2196868.81,-1181617.5,618145.63,,,12993819.25,-125716109.8,125921.8,,,,,,177920,,,,-125768108,-2065780.31,,-123702327.7,,1,-128377000.3,4674672.55,1,-3837.66,-123698490.1,,178.12,178.12,,,,,178.12,,,,,178.12,,,,,-123702149.6,-123698311.9,,-3837.66,1,-0.56,-0.56,
33942,80aaf7fc05b650329ff66eade27bb696,430065,中海阳,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,57,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524834865_511289.pdf,,462072261.4,462072261.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680906272.4,439508712,,,,,,,,,,,,,,,,,,,,,,5161727,,,23897610.31,121278510.4,,,70398627.53,,20661085.16,,,,,,1724059.95,-150106.54,,,,,-217109951.1,13742855.63,,,,,,,,,,-203367095.5,-8036877.31,,-195330218.2,,1,-196574273.1,1244054.95,1,-2672.97,-195327545.2,,,,,,,,,,,,,,,,,,-195330218.2,-195327545.2,,-2672.97,1,-0.94,-0.94,
112285,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2017/12/31,0,母公司年初至报告期末,2018/4/27,年度报告,2019/2/28,58,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,656109897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588061440.6,,,,,,,,,,,,,,,,,,,,,,,2483320.9,,,25087004.5,63635285.96,,,67474180.19,,7579802.36,,,,,,5173840.28,-1181617.5,307254.65,,,2975933.98,-89754108.59,,,,,,,68000,,,,-89822108.59,-513611.72,,-89308496.87,,,-95663954.65,6355457.78,,,,,,,,,,,,,,,,,,,,,-89308496.87,,,,1,,,
112286,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2016/12/31,0,母公司上年年初至报告期末,2018/4/27,年度报告,2019/2/28,58,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,490325881.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467462890.2,,,,,,,,,,,,,,,,,,,,,,,2335345.51,,,23607438.44,75819215.8,,,66182852.86,,5291264.44,,,,,,1105553.85,-321273.31,,,,,-149267572,3703166.32,,,,,,,,,,-145564405.7,-593861.8,,-144970543.9,,,-144970543.9,,,,,,,,,,,,,,,,,,,,,,-144970543.9,,,,1,,,
36525,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2017/12/31,0,合并年初至报告期末,2018/4/27,年度报告,2019/2/27,57,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,671406787.9,671406787.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808537993.8,591252857.7,,,,,,,,,,,,,,,,,,,,,,6548302.24,,,25301003.8,106992533.4,,,69685439.54,,8757857.2,,,,,,-2196868.81,-1181617.5,618145.63,,,12993819.25,-125716109.8,125921.8,,,,,,177920,,,,-125768108,-2065780.31,,-123702327.7,,1,-128377000.3,4674672.55,1,-3837.66,-123698490.1,,178.12,178.12,,,,,178.12,,,,,178.12,,,,,-123702149.6,-123698311.9,,-3837.66,1,-0.56,-0.56,
36526,76a795b475005fe28f3665fbdc6f5fec,430065,中海阳,2017/12/31,2016/12/31,0,合并上年年初至报告期末,2018/4/27,年度报告,2019/2/27,57,http://www.neeq.com.cn/disclosure/2018/2018-04-27/1524836495_868025.pdf,,462072261.4,462072261.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680906272.4,439508712,,,,,,,,,,,,,,,,,,,,,,5161727,,,23897610.31,121278510.4,,,70398627.53,,20661085.16,,,,,,1724059.95,-150106.54,,,,,-217109951.1,13742855.63,,,,,,,,,,-203367095.5,-8036877.31,,-195330218.2,,1,-196574273.1,1244054.95,1,-2672.97,-195327545.2,,,,,,,,,,,,,,,,,,-195330218.2,-195327545.2,,-2672.97,1,-0.94,-0.94,
