CODE,NAME,CLASS_1,TYPE_1,CLASS_2,TYPE_2,CLASS_3,TYPE_3
430636,合胜科技,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造
430637,希奥信息,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
430638,华江股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430639,ST展唐,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430640,法普罗,M,科学研究和技术服务业,74,专业技术服务业,746,环境与生态监测
430641,菱博电子,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
430642,景格科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430644,派芬自控,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430645,摩威环境,C,制造业,27,医药制造业,271,化学药品原料药制造
430646,天健创新,C,制造业,34,通用设备制造业,348,通用零部件制造
430647,映翰通,E,建筑业,50,建筑装饰和其他建筑业,509,其他未列明建筑业
430649,紫贝龙,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430650,中瑞药业,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
430651,上海底特,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
430652,青鹰股份,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
430653,绿清科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430655,莱博股份,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造
430656,金豹实业,J,金融业,69,其他金融业,694,金融信息服务
430657,三联泵业,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430658,同望科技,L,租赁和商务服务业,72,商务服务业,724,广告业
430659,今泰科技,G,交通运输、仓储和邮政业,53,铁路运输业,532,铁路货物运输
430660,财安金融,L,租赁和商务服务业,72,商务服务业,724,广告业
430661,楼兰股份,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
430662,舜网传媒,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
430663,江苏铁发,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430664,益佰环保,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430665,派尔科,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430666,罗曼股份,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造
430667,大陆股份,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
430668,联合永道,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
430669,高衡力,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430670,绿伞化学,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,655,集成电路设计
430671,三多堂,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430672,笃诚科技,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
430673,现代环境,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,371,铁路运输设备制造
430674,东芯通信,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430675,一卡易,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造
430676,鼎浩股份,C,制造业,34,通用设备制造业,342,金属加工机械制造
430677,天佑铁道,C,制造业,34,通用设备制造业,349,其他通用设备制造业
430680,巴兰仕,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
430682,天跃科技,A,农、林、牧、渔业,3,畜牧业,31,牲畜饲养
430683,恒立数控,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造
430684,升华感应,J,金融业,67,资本市场服务,679,其他资本市场服务
430685,联兴科技,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430686,中天羊业,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430687,新中德,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
430689,ST谊盛,F,批发和零售业,52,零售业,521,综合零售
430690,新芝生物,Q,卫生和社会工作,83,卫生,831,医院
430692,华盛控股,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
430694,华瑞核安,C,制造业,34,通用设备制造业,347,文化、办公用机械制造
430695,摩登百货,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430696,楚祥医疗,A,农、林、牧、渔业,5,农、林、牧、渔服务业,51,农业服务业
430697,杰纳瑞,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430698,ST华印,C,制造业,38,电气机械和器材制造业,381,电机制造
430699,浩海科技,F,批发和零售业,51,批发业,515,医药及医疗器材批发
430700,博信中医,C,制造业,33,金属制品业,331,结构性金属制品制造
430701,宝石金卡,C,制造业,33,金属制品业,339,其他金属制品制造
430703,康普常青,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
430704,海欣医药,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430706,ST飞尼,I,信息传输、软件和信息技术服务业,63,电信、广播电视和卫星传输服务,631,电信
430709,立德股份,C,制造业,35,专用设备制造业,354,印刷、制药、日化及日用品生产专用设备制造
430712,高山水,C,制造业,34,通用设备制造业,347,文化、办公用机械制造
430714,同智伟业,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
430715,海芯华夏,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430716,武汉深蓝,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
430717,索天科技,C,制造业,34,通用设备制造业,348,通用零部件制造
430718,奇才股份,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造
430719,春泉节能,J,金融业,69,其他金融业,692,控股公司服务
430722,爱力浦,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
430723,源通机械,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
430724,合肥高科,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
430725,九鼎集团,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,653,信息技术咨询服务
430726,鸿图建筑,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,371,铁路运输设备制造
430727,金源科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430728,芳笛环保,F,批发和零售业,52,零售业,529,货摊、无店铺及其他零售业
430729,九五智驾,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
430730,津宇嘉信,F,批发和零售业,51,批发业,515,医药及医疗器材批发
430731,金格科技,M,科学研究和技术服务业,74,专业技术服务业,747,地质勘查
430732,云鼎教育,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
430733,ST图骥科,C,制造业,14,食品制造业,141,焙烤食品制造
430734,先大健康,R,文化、体育和娱乐业,87,文化艺术业,879,其他文化艺术业
430735,凯地钻探,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430736,威马股份,A,农、林、牧、渔业,1,农业,11,谷物种植
430737,御食园,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造
430738,源渤科技,C,制造业,34,通用设备制造业,341,锅炉及原动设备制造
430741,智达康,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
430742,中江种业,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
430743,斯达科技,L,租赁和商务服务业,72,商务服务业,724,广告业
430744,ST白兔湖,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
430745,ST格林,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
430746,光维通信,E,建筑业,47,房屋建筑业,470,房屋建筑业
430747,尚思传媒,R,文化、体育和娱乐业,88,体育,883,休闲健身活动
430748,星晨互联,C,制造业,32,有色金属冶炼和压延加工业,326,有色金属压延加工
430749,诺文科技,C,制造业,33,金属制品业,333,集装箱及金属包装容器制造
430751,七星科技,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430753,赛普健身,J,金融业,66,货币金融服务,663,非货币银行服务
430755,恒均科技,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造
430756,金化高容,R,文化、体育和娱乐业,89,娱乐业,894,文化、娱乐、体育经纪代理
430757,赛格微,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
430758,琼中农信,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
430759,华曦达,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,376,自行车制造
430761,柒号传媒,O,居民服务、修理和其他服务业,81,其他服务业,811,清洁服务
430762,天翔昌运,A,农、林、牧、渔业,3,畜牧业,31,牲畜饲养
430763,四联智能,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
430764,ST凯路仕,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
830765,升禾环保,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
830767,荣昌育种,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
830768,爱科迪,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830769,美诺福,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
830770,协盛科技,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
830771,网虫股份,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
830772,耀通科技,C,制造业,35,专用设备制造业,353,食品、饮料、烟草及饲料生产专用设备制造
830773,华财会计,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
830774,牛商股份,C,制造业,27,医药制造业,276,生物药品制造
830775,华灿电讯,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造
830776,远航科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830777,正扬股份,N,水利、环境和公共设施管理业,77,生态保护和环境治理业,772,环境治理业
830778,百博生物,L,租赁和商务服务业,72,商务服务业,724,广告业
830779,吉华材料,C,制造业,40,仪器仪表制造业,409,其他仪器仪表制造业
830780,帕特尔,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
830781,金达莱,L,租赁和商务服务业,72,商务服务业,724,广告业
830782,博思堂,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830783,武汉蓝电,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造
830784,永鹏科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830785,精鹰传媒,C,制造业,13,农副食品加工业,136,水产品加工
830786,泰安众诚,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术
830787,广源精密,C,制造业,23,印刷和记录媒介复制业,232,装订及印刷相关服务
830789,威尔凯,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830790,冰洋科技,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
830791,华源股份,E,建筑业,49,建筑安装业,492,管道和设备安装
830792,唐朝股份,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
830793,博富科技,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
830794,希迈气象,P,教育,82,教育,829,技能培训、教育辅助及其他教育
830795,佳晓股份,C,制造业,36,汽车制造业,366,汽车零部件及配件制造
830796,创新科技,E,建筑业,48,土木工程建筑业,481,铁路、道路、隧道和桥梁工程建筑
830797,阿拉丁,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
830798,奥派股份,L,租赁和商务服务业,72,商务服务业,724,广告业
830799,骏汇股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830800,云南路桥,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
830801,易之景和,L,租赁和商务服务业,72,商务服务业,724,广告业
830802,中外名人,C,制造业,34,通用设备制造业,345,轴承、齿轮和传动部件制造
830803,艾融软件,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造
830806,天开园林,C,制造业,38,电气机械和器材制造业,384,电池制造
830807,盈富通,D,电力、热力、燃气及水生产和供应业,44,电力、热力生产和供应业,441,电力生产
830809,金象传动,C,制造业,38,电气机械和器材制造业,384,电池制造
830810,新松医疗,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
830812,亚锦科技,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
830813,恒瑞能源,C,制造业,30,非金属矿物制品业,308,耐火材料制品制造
830814,安达科技,C,制造业,42,废弃资源综合利用业,422,非金属废料和碎屑加工处理
830815,广东羚光,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
830817,华实股份,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
830818,熔金股份,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
830819,浩博新材,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830821,蓝山科技,C,制造业,14,食品制造业,149,其他食品制造
830823,鼎炬科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830824,巨峰股份,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
830825,ST致生,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830827,雪郎生物,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830828,拓天节能,A,农、林、牧、渔业,1,农业,19,其他农业
830829,华虹科技,C,制造业,31,黑色金属冶炼和压延加工业,314,钢压延加工
830830,和泰润佳,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830832,世优电气,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
830833,万绿生物,C,制造业,14,食品制造业,149,其他食品制造
830834,华精新材,C,制造业,26,化学原料和化学制品制造业,261,基础化学原料制造
830835,新昶虹,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
830836,齐鲁华信,L,租赁和商务服务业,72,商务服务业,724,广告业
830837,九生堂,C,制造业,41,其他制造业,411,日用杂品制造
830839,信达化工,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
830840,南源电力,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
830841,荆楚网,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830842,古城香业,M,科学研究和技术服务业,74,专业技术服务业,746,环境与生态监测
830843,万通液压,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
830844,永力科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830845,长牛股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,655,集成电路设计
830846,长天思源,M,科学研究和技术服务业,74,专业技术服务业,749,其他专业技术服务业
830847,沃迪智能,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830848,鸿远电气,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830849,芯邦科技,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
830850,格林检测,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发
830851,晟嘉电气,A,农、林、牧、渔业,3,畜牧业,31,牲畜饲养
830852,鑫森海,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
830853,平原智能,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830855,万企达,C,制造业,24,文教、工美、体育和娱乐用品制造业,243,工艺美术品制造
830856,骏华农牧,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
830857,中科仪,C,制造业,23,印刷和记录媒介复制业,231,印刷
830859,天加新材,A,农、林、牧、渔业,3,畜牧业,31,牲畜饲养
830860,盈谷股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830861,合矿股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
830862,金冠科技,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
830863,金旭农发,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830864,奥特股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830865,金诺科技,F,批发和零售业,52,零售业,526,汽车、摩托车、燃料及零配件专门零售
830866,丰海科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830867,瑞华天健,C,制造业,38,电气机械和器材制造业,387,照明器具制造
830868,诚思科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,653,信息技术咨询服务
830870,南菱汽车,C,制造业,35,专用设备制造业,355,纺织、服装和皮革加工专用设备制造
830871,凌志软件,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
830872,全华光电,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830873,建策科技,M,科学研究和技术服务业,74,专业技术服务业,745,质检技术服务
830874,松宝智能,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造
830875,天元晟业,A,农、林、牧、渔业,1,农业,17,中药材种植
830876,长信畅中,C,制造业,34,通用设备制造业,348,通用零部件制造
830877,奥测世纪,C,制造业,24,文教、工美、体育和娱乐用品制造业,244,体育用品制造
830878,金田元丰,M,科学研究和技术服务业,74,专业技术服务业,744,测绘服务
830879,千草生物,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
830880,黄河软轴,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
830881,康莱股份,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造
830882,智信股份,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
830883,基康仪器,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830884,火凤凰,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
830885,圣泉集团,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830886,佳龙股份,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造
830887,联桥新材,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,649,其他互联网服务
830888,天地日月,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
830889,波斯科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830890,福建太尔,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830891,吉美思,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830892,世纪工场,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830893,深拓智能,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
830894,海魄科技,L,租赁和商务服务业,71,租赁业,711,机械设备租赁
830896,轩辕网络,C,制造业,34,通用设备制造业,345,轴承、齿轮和传动部件制造
830898,海迈科技,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
830899,亚泽股份,J,金融业,67,资本市场服务,671,证券市场服务
830900,紫竹桩基,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
830901,旺成科技,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
830902,华人天地,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造
830903,联讯证券,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
830904,维福特,E,建筑业,49,建筑安装业,492,管道和设备安装
830905,隆玛科技,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830906,长仪股份,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造
830907,复展科技,O,居民服务、修理和其他服务业,79,居民服务业,793,洗染服务
830908,博思特,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
830910,成聪软件,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,659,其他信息技术服务业
830911,万事达,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
830913,瑞丽洗涤,C,制造业,32,有色金属冶炼和压延加工业,326,有色金属压延加工
830914,普诺威,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,371,铁路运输设备制造
830915,安证通,C,制造业,14,食品制造业,146,调味品、发酵制品制造
830916,标榜新材,C,制造业,13,农副食品加工业,135,屠宰及肉类加工
830917,中北通磁,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830918,海赛电装,L,租赁和商务服务业,72,商务服务业,723,咨询与调查
830919,味群食品,C,制造业,14,食品制造业,146,调味品、发酵制品制造
830920,ST公准,C,制造业,30,非金属矿物制品业,302,石膏、水泥制品及类似制品制造
830921,网波股份,L,租赁和商务服务业,72,商务服务业,721,企业管理服务
830922,银发环保,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
830923,飞达股份,F,批发和零售业,52,零售业,525,医药及医疗器材专门零售
830924,聚融集团,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
830925,海阳股份,C,制造业,30,非金属矿物制品业,309,石墨及其他非金属矿物制品制造
830926,裕荣光电,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830927,上元堂,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830928,星龙科技,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子元件制造
830929,鄂信钻石,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造
830930,迪浩股份,G,交通运输、仓储和邮政业,54,道路运输业,543,道路货物运输
830931,兆久成,C,制造业,27,医药制造业,276,生物药品制造
830932,康定电子,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
830933,幸美股份,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
830934,天行健,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
830935,仁会生物,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造
830936,博扬超声,R,文化、体育和娱乐业,86,广播、电视、电影和影视录音制作业,863,电影和影视节目制作
830937,纳晶科技,C,制造业,34,通用设备制造业,343,物料搬运设备制造
830938,玻尔科技,Q,卫生和社会工作,83,卫生,831,医院
830939,伊帕尔汗,C,制造业,33,金属制品业,336,金属表面处理及热处理加工
830940,约克动漫,C,制造业,26,化学原料和化学制品制造业,268,日用化学产品制造
830941,信达智能,G,交通运输、仓储和邮政业,58,装卸搬运和运输代理业,582,运输代理业
830942,可恩口腔,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,654,数据处理和存储服务
830943,君山股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830944,科宏生物,L,租赁和商务服务业,72,商务服务业,727,旅行社及相关服务
830945,明硕股份,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造
830946,北方数据,C,制造业,27,医药制造业,271,化学药品原料药制造
830947,科明数码,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
830949,景尚旅业,C,制造业,34,通用设备制造业,346,烘炉、风机、衡器、包装等设备制造
830950,麟龙新材,B,采矿业,11,开采辅助活动,112,石油和天然气开采辅助活动
830952,森萱医药,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造
830953,金柏股份,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830954,中窑股份,C,制造业,30,非金属矿物制品业,303,砖瓦、石材等建筑材料制造
830955,华隆股份,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830957,方兰德,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造
830958,惠当家,J,金融业,66,货币金融服务,663,非货币银行服务
830959,华宝石,C,制造业,38,电气机械和器材制造业,387,照明器具制造
830961,大盛微电,C,制造业,35,专用设备制造业,353,食品、饮料、烟草及饲料生产专用设备制造
830962,佳成科技,C,制造业,33,金属制品业,339,其他金属制品制造
830964,鑫庄农贷,C,制造业,29,橡胶和塑料制品业,292,塑料制品业
830965,爱珂科技,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830966,圣华农科,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
830969,科德威,L,租赁和商务服务业,72,商务服务业,726,人力资源服务
830970,润农节水,C,制造业,22,造纸和纸制品业,223,纸制品制造
830971,大力电工,C,制造业,40,仪器仪表制造业,402,专用仪器仪表制造
830972,苏北花卉,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830974,智通人才,C,制造业,26,化学原料和化学制品制造业,266,专用化学产品制造
830975,艾录股份,C,制造业,34,通用设备制造业,342,金属加工机械制造
830976,科特环保,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
830978,道一信息,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发
830980,凯大催化,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
830981,东和股份,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造
830982,电通微电,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
830983,先临三维,C,制造业,35,专用设备制造业,359,环保、社会公共服务及其他专用设备制造
830984,日昇生态,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
830985,世纪钨材,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
830986,中易腾达,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
830987,保得威尔,C,制造业,23,印刷和记录媒介复制业,231,印刷
830988,德邦工程,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
830990,浙江力诺,G,交通运输、仓储和邮政业,55,水上运输业,553,水上运输辅助活动
830991,九星娱乐,E,建筑业,50,建筑装饰和其他建筑业,501,建筑装饰业
830992,四平包装,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造
830993,兴和股份,F,批发和零售业,52,零售业,522,食品、饮料及烟草制品专门零售
830994,鹏盾电商,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造
830995,ST康盛,C,制造业,38,电气机械和器材制造业,387,照明器具制造
830996,磐合科仪,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
830997,壹玖壹玖,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
830998,金友智能,C,制造业,38,电气机械和器材制造业,389,其他电气机械及器材制造
830999,九洲光电,I,信息传输、软件和信息技术服务业,64,互联网和相关服务,642,互联网信息服务
831001,汇能精电,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造
831002,领意信息,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
831003,大铭新材,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,376,自行车制造
831004,银橙传媒,C,制造业,32,有色金属冶炼和压延加工业,324,有色金属合金制造
831005,英特罗,C,制造业,30,非金属矿物制品业,307,陶瓷制品制造
831006,飞鱼星,C,制造业,26,化学原料和化学制品制造业,263,农药制造
831007,金大股份,C,制造业,39,计算机、通信和其他电子设备制造业,396,电子器件制造
831009,宝泰股份,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
831010,华维电瓷,D,电力、热力、燃气及水生产和供应业,45,燃气生产和供应业,450,燃气生产和供应业
831011,久易农业,C,制造业,13,农副食品加工业,132,饲料加工
831013,汉咏股份,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑
831014,合锐赛尔,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
831015,凯添燃气,C,制造业,24,文教、工美、体育和娱乐用品制造业,245,玩具制造
831016,三友创美,M,科学研究和技术服务业,74,专业技术服务业,744,测绘服务
831018,兴艺景,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
831019,海联捷讯,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造
831021,小白龙,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,652,信息系统集成服务
831022,帝测科技,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造
831023,大族能源,L,租赁和商务服务业,72,商务服务业,729,其他商务服务业
